file,materials_link,link1,link2,link3,link4,link5,link6,link7,link8,link9,link10,link11,link12,link13,link14,link15,link16,link17,link18,n_links
events/events/2024-05-27-code-documentation.qmd,x,https://docs.github.com/en/repositories/managing-your-repositorys-settings-and-features/customizing-your-repository/about-readmes,https://docs.github.com/en/communities/documenting-your-project-with-wikis/about-wikis,https://realpython.com/documenting-python-code/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
events/events/2024-05-27-peer-review-practices.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-06-05-functional-form-robustness-data.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-06-05-researcher-degrees-freedom.qmd,https://www.pnas.org/doi/10.1073/pnas.2203150119,https://www.osc.uni-muenchen.de/meetups/reproducibilitea/index.html,https://lists.lrz.de/mailman/listinfo/reproducibilitea,https://lists.lrz.de/mailman/listinfo/reproducibilitea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
events/events/2024-06-14-preprints.qmd,https://osf.io/kyvut/files/r8v39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-06-18-academia-abroad-experiences.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-06-19-praregistrierung.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-06-24-peer-code-review.qmd,x,https://github.com/OxfordCodeReviewNet/forum,https://github.com/OxfordCodeReviewNet/forum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
events/events/2024-06-28-reproducible-manuscripts-quarto.qmd,https://lmu-osc.github.io/introduction-to-Quarto/,https://quarto.org/,https://lmu-osc.github.io/introduction-to-Quarto/,https://lmu-osc.github.io/introduction-to-Quarto/quarto_tutorials.html,https://lmu-osc.github.io/introduction-to-Quarto/apa7_manuscript.html,https://github.com/wjschne/apaquarto,https://lmu-osc.github.io/introduction-to-Quarto/quarto_manuscripts.html,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
events/events/2024-07-03-prosozialitat-wissenschaft.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-07-11-interactive-graphics-plotly-r.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-07-12-open-code.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-07-29-peer-code-review.qmd,x,https://github.com/OxfordCodeReviewNet/forum,https://github.com/OxfordCodeReviewNet/forum,https://zenodo.org/records/8432946,https://zenodo.org/records/8432946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
events/events/2024-08-01-software-carpentry-python-munich.qmd,https://lmu-osc.github.io/2024-08-01-LMU/,https://lmu-osc.github.io/2024-08-01-LMU/,https://lmu-osc.github.io/2024-08-01-LMU/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
events/events/2024-09-09-lmu-open-science-summer-school.qmd,https://osf.io/pxgsc/overview,https://www.osc.uni-muenchen.de/index.html,https://www.mpdl.mpg.de/en/,https://osip.mpdl.mpg.de/lmu-mpg-open-science-summer-school-2024/,https://osip.mpdl.mpg.de/lmu-mpg-open-science-summer-school-2024/,https://surveys.osc.lmu.de/OpenScienceSummerSchool2024/,https://surveys.osc.lmu.de/OpenScienceSummerSchool2024/,https://www.pretix.osc.lmu.de/lmu-osc/SS24/,https://www.pretix.osc.lmu.de/lmu-osc/SS24/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
events/events/2024-09-30-computing-skills-reproducible.qmd,x,https://lmu-osc.github.io/introduction-to-R/,https://lmu-osc.github.io/introduction-to-R/,https://lmu-osc.github.io/Introduction-RStudio-Git-GitHub/,https://lmu-osc.github.io/Introduction-RStudio-Git-GitHub/,https://lmu-osc.github.io/Collaborative-RStudio-GitHub/,https://lmu-osc.github.io/Collaborative-RStudio-GitHub/,https://lmu-osc.github.io/introduction-to-Quarto/,https://lmu-osc.github.io/introduction-to-Quarto/,https://lmu-osc.github.io/introduction-to-renv/,https://lmu-osc.github.io/introduction-to-renv/,https://lmu-osc.github.io/introduction-to-zotero/,https://lmu-osc.github.io/introduction-to-zotero/,https://lmu-osc.github.io/code-publishing/,https://lmu-osc.github.io/code-publishing/,https://github.com/lmu-osc,https://github.com/lmu-osc,NA,NA,16
events/events/2024-10-09-software-carpentry-python-munich.qmd,https://lmu-osc.github.io/2024-10-09-LMU-Klinikum/,https://lmu-osc.github.io/2024-10-09-LMU-Klinikum/,https://lmu-osc.github.io/2024-10-09-LMU-Klinikum/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
events/events/2024-10-10-software-carpentry-r-munich.qmd,https://lmu-osc.github.io/2024-10-10-LMU-Leo/,https://lmu-osc.github.io/2024-10-10-LMU-Leo/,https://lmu-osc.github.io/2024-10-10-LMU-Leo/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
events/events/2024-10-11-qa-on-data-sharing.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-10-28-metarep-replicability-social-behavioral.qmd,https://www.lmu.de/psy/de/forschung/meta-rep/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-11-08-data-sharing-disadvantages.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2024-11-22-statistics-limitations-replication-crisis.qmd,https://sites.google.com/view/epix-workshop/,https://www.pretix.osc.lmu.de/lmu-osc/osis2024/,https://www.pretix.osc.lmu.de/lmu-osc/osis2024/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
events/events/2024-11-25-lmu-wikipedia-editathon.qmd,https://de.wikipedia.org/wiki/Wikipedia:WikiMUC/2024-11-25_LMU-Editathon,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
events/events/2024-11-27-sci-integrity-open-science-medicine.qmd,https://osf.io/zqu46/,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
events/events/2024-12-13-osim-plans.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2025-01-17-osim-plans.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2025-03-14-data-usage-agreements.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2025-03-24-software-carpentry-r-munich.qmd,https://lmu-osc.github.io/2025-03-24-LMU-Humanities/,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
events/events/2025-04-11-publishing-research-data.qmd,https://osf.io/kyvut/files/ar4dj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2025-05-09-data-management-plans.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2025-06-13-open-data-scientific-integrity.qmd,https://osf.io/kyvut/files/e8tfz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2025-06-24-von-deal-zu-diamond.qmd,https://osf.io/r49ng/files,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2025-07-11-systems-biology-data-sharing.qmd,https://osf.io/kyvut/files/db9zg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2025-07-21-helmholtz-open-science-strategy.qmd,https://osf.io/c826k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2025-08-07-data-rescue-hackathon.qmd,https://safeguar.de/,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
events/events/2025-09-15-lmu-open-science-summer-school.qmd,https://osf.io/m7h4c/overview,https://lmu-osc.github.io/Open-Science-Summer-School-2025/Join.html,https://lmu-osc.github.io/Open-Science-Summer-School-2025/Join.html,https://www.pretix.osc.lmu.de/lmu-osc/OSSS25/,https://www.pretix.osc.lmu.de/lmu-osc/OSSS25/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
events/events/2025-11-14-data-and-ai-ethics.qmd,https://sites.google.com/view/epix-workshop/2025-data-ethics,https://www.pretix.osc.lmu.de/lmu-osc/2025-data-ethics/,https://sites.google.com/view/epix-workshop/2025-data-ethics,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
events/events/2025-11-14-psychiatric-genetics-data-sharing.qmd,https://osf.io/w2bmt/overview,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
events/events/2025-12-12-clinical-data-sharing.qmd,https://osf.io/kyvut/files/7afyn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
events/events/2026-02-09-love-data-week-2026.qmd,https://zenodo.org/communities/love-data-week-2026-forschungsdaten-info/records?q=&l=list&p=1&s=10&sort=newest,https://forschungsdaten.info/fdm-im-deutschsprachigen-raum/love-data-week-2026/,https://zenodo.org/communities/love-data-week-2026-forschungsdaten-info/records?q=&l=list&p=1&s=10&sort=newest,https://webroom.hrz.tu-chemnitz.de/gl/phi-0vj-sx9-evs,https://webroom.hrz.tu-chemnitz.de/gl/phi-0vj-sx9-evs,https://lmu-munich.zoom.us/meeting/register/r7yj_-hSQYOyVn_C0-YLCg#/registration,https://lmu-munich.zoom.us/meeting/register/r7yj_-hSQYOyVn_C0-YLCg#/registration,https://lmu-munich.zoom.us/meeting/register/tjHmRIJAQaSc7yxNV23gGg#/registration,https://lmu-munich.zoom.us/meeting/register/tjHmRIJAQaSc7yxNV23gGg#/registration,https://www.ub.uni-rostock.de/wissenschaftliche-services/forschungsdaten/veranstaltungen/lovedataweek-2026/,https://www.ub.uni-rostock.de/wissenschaftliche-services/forschungsdaten/veranstaltungen/lovedataweek-2026/,https://nfdi4ing.de/nfdi4ing-love-data-week-26/#registration-ldw26,https://nfdi4ing.de/nfdi4ing-love-data-week-26/#registration-ldw26,https://fdm.ub.lmu.de/,NA,NA,NA,NA,NA,13
events/events/2026-03-11-software-carpentry-computing-skills.qmd,https://lmu-osc.github.io/2026-03-11-LMU-Martinsried/,https://maps.app.goo.gl/jipjazeZf5FTwhNFA',https://www.pretix.osc.lmu.de/lmu-osc/swc-2026-03-11/,https://lmu-osc.github.io/2026-03-11-LMU-Martinsried/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
events/events/2026-09-07-lmu-open-science-summer-school.qmd,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
